loan_id,account_id,loan_date,amount,duration,payments,status,account_id,district_id,frequency,dt,disp_id,type,client_id,gender,birth_date,district_id,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,account_id,sum_of_credits_before_loan,sum_of_withdrawals_before_loan,MIN_balance_before_loan,MAX_balance_before_loan,num_times_balance_below_100,avg_balance_30days_before_loan,avg_amount_before_loan
5316,1801,1993-07-11,165960,36,4610.00,A,1801,46,POPLATEK MESICNE,1993-02-13,2181,OWNER,2181,Male,1968-07-22,46,Nachod,east Bohemia,112709,48,20,7,3,10,73.50,8369,1.79,2.31,117,2854,2618,1801,229894,229894,700,120513,0,33113.8889,11015.6757
5318,1808,1998-09-30,385584,48,8033.00,C,1808,28,POPLATEK MESICNE,1997-05-16,2190,OWNER,2190,Male,1974-10-22,28,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.90,8594,1.62,2.01,112,1580,1525,1808,481290,481290,400,118268,0,44604.5000,12108.6410
5319,1811,1994-06-23,239460,60,3991.00,C,1811,40,POPLATEK MESICNE,1993-09-22,2195,OWNER,2195,Female,1942-09-13,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.30,9317,6.49,7.07,97,6949,6872,1811,240984,240984,300,74409,0,29104.5000,9689.7391
5320,1819,1998-01-11,143676,36,3991.00,C,1819,55,POPLATEK TYDNE,1996-10-21,2205,OWNER,2205,Male,1952-12-12,55,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.90,8743,1.88,2.43,111,3659,3894,1819,221282,221282,700,82796,0,15343.8571,5917.8750
5325,1843,1993-08-03,105804,36,2939.00,A,1843,12,POPLATEK MESICNE,1993-01-30,2235,OWNER,2235,Female,1940-04-20,12,Pribram,central Bohemia,107870,84,29,6,1,6,58.00,8754,3.83,4.31,137,3804,3868,1843,120310,120310,1000,65899,0,42535.0000,8253.1200
5329,1862,1996-10-16,396120,60,6602.00,C,1862,19,POPLATEK TYDNE,1995-04-15,2259,OWNER,2259,Female,1950-01-02,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.70,8402,3.13,3.98,120,999,1099,1862,776666,776666,500,104859,0,70751.8333,15418.1158
5332,1869,1998-01-29,37944,36,1054.00,C,1869,1,POPLATEK MESICNE,1996-06-14,2267,OWNER,2267,Female,1966-04-10,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.00,12541,0.29,0.43,167,85677,99107,1869,510521,510521,500,100075,0,80911.5833,8861.0374
5334,1876,1998-09-10,209040,24,8710.00,C,1876,1,POPLATEK MESICNE,1997-09-20,2277,OWNER,2277,Male,1979-03-25,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.00,12541,0.29,0.43,167,85677,99107,1876,255932,255932,900,74277,0,44544.4286,6884.2576
5337,1886,1996-07-31,162468,36,4513.00,C,1886,32,POPLATEK MESICNE,1996-03-05,2288,OWNER,2288,Female,1957-08-23,32,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.00,9272,2.80,3.22,118,4340,4505,1886,150439,150439,700,83863,0,66813.6667,15082.6000
5338,1888,1997-08-30,57360,12,4780.00,B,1888,6,POPLATEK MESICNE,1996-10-21,2291,OWNER,2291,Male,1957-09-19,6,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.50,8546,2.95,4.02,126,2640,3120,1888,320131,320131,-5851,78725,1,22754.3636,8336.6133
5343,1906,1997-10-08,44952,24,1873.00,C,1906,1,POPLATEK MESICNE,1996-08-01,2316,OWNER,2316,Male,1970-03-25,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.00,12541,0.29,0.43,167,85677,99107,1906,450347,450347,1000,127317,0,56738.8333,9539.0674
5346,1928,1998-12-06,55632,24,2318.00,C,1928,70,POPLATEK MESICNE,1997-03-02,2342,OWNER,2342,Male,1948-12-18,70,Karvina,north Moravia,285387,0,2,8,5,7,89.90,10177,6.63,7.75,81,9878,10108,1928,363520,363520,500,52896,0,39339.8000,6040.3246
5350,1967,1996-04-21,249312,48,5194.00,C,1967,26,POPLATEK TYDNE,1995-02-13,2392,OWNER,2392,Male,1955-05-21,26,Plzen - mesto,west Bohemia,170449,0,0,0,1,1,100.00,10787,2.64,3.09,131,6041,6261,1967,327592,327592,900,88597,0,42923.7143,9995.9333
5351,1978,1994-12-04,205200,36,5700.00,A,1978,57,POPLATEK TYDNE,1993-06-11,2403,OWNER,2403,Female,1963-01-25,57,Hodonin,south Moravia,161954,21,37,20,3,8,48.00,8720,3.73,4.50,116,3729,3651,1978,623543,623543,900,93929,0,70103.5000,9244.1938
5352,1993,1995-04-15,68400,12,5700.00,B,1993,68,POPLATEK MESICNE,1994-10-30,2422,OWNER,2422,Female,1976-06-09,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.20,9893,4.09,4.72,96,5623,5887,1993,62747,62747,800,51242,0,23872.0000,7253.3571
5354,2000,1998-07-14,290820,60,4847.00,C,2000,5,POPLATEK MESICNE,1997-08-06,2430,OWNER,2430,Male,1937-10-28,5,Kolin,central Bohemia,95616,65,30,4,1,6,51.40,9307,3.85,4.43,118,2616,3040,2000,255579,255579,900,62178,0,44483.1111,5449.6429
5358,2018,1997-01-21,38520,12,3210.00,A,2018,42,POPLATEK MESICNE,1995-06-04,2451,OWNER,2451,Male,1939-12-06,42,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,59.10,8388,2.41,2.94,87,1658,1668,2018,142274,142274,900,31302,0,18883.0000,2373.3246
5360,2035,1998-01-25,176328,36,4898.00,C,2035,53,POPLATEK MESICNE,1996-05-10,2470,OWNER,2470,Male,1943-06-14,53,Blansko,south Moravia,107911,88,33,6,2,7,50.90,8240,2.53,3.56,99,1850,1903,2035,654716,654716,400,87432,0,51288.4167,7444.5205
5363,2051,1997-04-22,293880,60,4898.00,D,2051,64,POPLATEK TYDNE,1995-11-08,2489,OWNER,2489,Female,1975-01-28,64,Zlin,south Moravia,197099,29,41,10,2,10,74.70,9624,1.60,2.31,145,4484,4265,2051,507893,507893,-2805,132818,6,-2138.0000,11288.7667
5365,2055,1998-07-19,271260,60,4521.00,C,2055,37,POPLATEK MESICNE,1997-04-17,2494,OWNER,2494,Male,1971-01-06,37,Litomerice,north Bohemia,114006,71,26,6,2,9,62.30,9065,4.46,5.39,123,4147,4166,2055,179250,179250,700,36763,0,11739.6667,4752.3288
5366,2062,1996-10-29,86184,12,7182.00,A,2062,70,POPLATEK MESICNE,1996-03-06,2501,OWNER,2501,Female,1940-12-04,70,Karvina,north Moravia,285387,0,2,8,5,7,89.90,10177,6.63,7.75,81,9878,10108,2062,368578,368578,300,128146,0,45818.2222,16607.0476
5367,2064,1997-08-26,83628,36,2323.00,C,2064,54,POPLATEK MESICNE,1996-12-30,2503,OWNER,2503,Female,1977-09-23,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.00,9897,1.60,1.96,140,18721,18696,2064,125710,125710,500,51781,0,25258.0000,6459.0000
5368,2073,1998-10-05,44640,24,1860.00,C,2073,59,POPLATEK MESICNE,1997-08-14,2514,OWNER,2514,Male,1957-02-11,59,Kromeriz,south Moravia,108871,41,29,7,2,6,62.10,8444,3.24,3.47,106,2595,2305,2073,245819,245819,600,65664,0,42852.5000,6752.1493
5369,2080,1997-09-12,214596,36,5961.00,C,2080,74,POPLATEK MESICNE,1997-04-27,2522,OWNER,2522,Male,1937-09-08,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.00,10673,4.75,5.44,100,18782,18347,2080,272515,272515,400,112409,0,53576.0000,26971.4706
5375,2106,1996-10-03,101520,12,8460.00,A,2106,1,POPLATEK MESICNE,1996-02-01,2550,OWNER,2550,Female,1976-10-12,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.00,12541,0.29,0.43,167,85677,99107,2106,110392,110392,400,43219,0,16879.6667,5370.1053
5377,2116,1997-08-04,92400,12,7700.00,A,2116,70,POPLATEK MESICNE,1996-05-02,2560,OWNER,2560,Female,1974-06-20,70,Karvina,north Moravia,285387,0,2,8,5,7,89.90,10177,6.63,7.75,81,9878,10108,2116,501294,501294,1000,131664,0,40523.0000,9193.2981
5382,2134,1997-03-17,22932,36,637.00,C,2134,52,POPLATEK MESICNE,1996-08-06,2581,OWNER,2581,Female,1953-11-19,52,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.90,8363,2.52,3.49,108,2564,2799,2134,115370,115370,300,56308,0,46380.4286,4503.6829
5384,2142,1998-03-07,23328,12,1944.00,C,2142,42,POPLATEK MESICNE,1997-09-01,2590,OWNER,2590,Female,1964-10-19,42,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,59.10,8388,2.41,2.94,87,1658,1668,2142,121433,121433,1000,68151,0,38447.6250,7965.1481
5385,2143,1996-09-09,71460,36,1985.00,C,2143,1,POPLATEK MESICNE,1996-01-13,2592,OWNER,2592,Female,1980-08-31,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.00,12541,0.29,0.43,167,85677,99107,2143,181885,181885,700,76403,0,48756.1667,10132.9677
5388,2153,1996-11-28,61560,12,5130.00,A,2153,31,POPLATEK TYDNE,1996-01-07,2606,OWNER,2606,Male,1943-01-04,31,Tachov,west Bohemia,51313,34,12,3,1,4,59.20,8930,3.52,4.20,108,1328,1452,2153,355775,355775,200,73560,0,19775.6250,9739.4085
5389,2165,1997-08-22,78600,24,3275.00,C,2165,51,POPLATEK MESICNE,1997-04-08,2621,OWNER,2621,Male,1956-05-09,51,Trutnov,east Bohemia,121947,37,28,7,3,11,70.50,8541,2.51,2.97,131,3496,3839,2165,110859,110859,800,67059,0,60159.6667,11047.0714
5390,2167,1994-10-30,170256,24,7094.00,A,2167,16,POPLATEK MESICNE,1993-08-08,2623,OWNER,2623,Female,1965-07-16,16,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.90,8427,1.12,1.54,107,1874,1913,2167,371596,371596,200,79870,0,42002.6667,9089.4935
5395,2176,1994-07-30,299088,36,8308.00,B,2176,67,POPLATEK MESICNE,1993-06-06,2635,OWNER,2635,Female,1966-12-10,67,Bruntal,north Moravia,106054,38,25,6,2,6,63.10,8110,5.77,6.55,109,3244,3079,2176,812759,812759,500,193910,0,10385.5000,12746.6190
5398,2187,1997-11-04,53472,12,4456.00,A,2187,9,POPLATEK TYDNE,1996-02-26,2647,OWNER,2647,Male,1940-03-26,9,Nymburk,central Bohemia,81344,61,23,4,2,6,55.30,8899,3.39,3.97,149,2987,2487,2187,1008745,1008745,300,172963,0,73973.5000,14576.1418
5409,2218,1995-11-18,182040,60,3034.00,C,2218,19,POPLATEK MESICNE,1994-11-21,2686,OWNER,2686,Female,1951-03-24,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.70,8402,3.13,3.98,120,999,1099,2218,536798,536798,600,110448,0,63764.5000,17539.8475
5413,2227,1995-12-12,92976,24,3874.00,A,2227,31,POPLATEK TYDNE,1994-05-22,2698,OWNER,2698,Female,1970-10-07,31,Tachov,west Bohemia,51313,34,12,3,1,4,59.20,8930,3.52,4.20,108,1328,1452,2227,666915,666915,300,122342,0,34706.6000,12039.4495
5414,2228,1995-03-29,185952,48,3874.00,C,2228,34,POPLATEK MESICNE,1994-03-19,2700,OWNER,2700,Male,1945-02-22,34,Chomutov,north Bohemia,125236,28,11,1,4,5,87.70,9675,6.43,7.68,100,5323,5190,2228,250012,250012,700,145318,0,87507.4444,12283.4412
5415,2236,1996-09-26,139464,36,3874.00,D,2236,73,POPLATEK MESICNE,1995-08-27,2708,OWNER,2708,Male,1958-08-12,73,Opava,north Moravia,182027,17,49,12,2,7,56.40,8746,3.33,3.74,90,4355,4433,2236,146862,146862,300,65063,0,46332.2500,8131.0323
5418,2245,1995-01-16,347952,48,7249.00,C,2245,29,POPLATEK MESICNE,1993-03-30,2719,OWNER,2719,Female,1964-10-30,29,Rokycany,west Bohemia,45714,52,10,5,1,6,55.60,8843,2.82,3.60,113,818,888,2245,835260,835260,300,123013,0,63921.0000,13441.4833
5419,2246,1997-02-05,415800,60,6930.00,C,2246,1,POPLATEK MESICNE,1996-04-25,2720,OWNER,2720,Female,1949-09-05,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.00,12541,0.29,0.43,167,85677,99107,2246,237055,237055,700,140706,0,12536.2500,12449.4595
5420,2247,1997-02-24,72504,24,3021.00,C,2247,24,POPLATEK MESICNE,1996-04-13,2721,OWNER,2721,Female,1950-06-26,24,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.00,8991,1.39,2.01,128,5198,5273,2247,379259,379259,600,145620,0,18560.3750,7489.0505
5428,2262,1998-12-02,230220,36,6395.00,C,2262,13,POPLATEK MESICNE,1997-02-08,2739,OWNER,2739,Male,1950-01-26,13,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.30,8598,2.77,3.26,123,1597,1875,2262,1218720,1218720,200,141146,0,63650.0000,15620.8627
5429,2268,1996-07-18,20196,36,561.00,C,2268,1,POPLATEK MESICNE,1995-02-11,2746,OWNER,2746,Male,1971-02-25,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.00,12541,0.29,0.43,167,85677,99107,2268,440906,440906,200,77159,0,65116.0000,8501.3750
5435,2279,1998-06-01,314688,48,6556.00,C,2279,2,POPLATEK TYDNE,1996-10-30,2759,OWNER,2759,Male,1974-01-26,2,Benesov,central Bohemia,88884,80,26,6,2,5,46.70,8507,1.67,1.85,132,2159,2674,2279,815927,815927,600,99692,0,50713.0000,14847.7570
5445,2322,1996-06-29,46320,24,1930.00,A,2322,33,POPLATEK MESICNE,1995-01-02,2809,OWNER,2809,Male,1979-02-14,33,Decin,north Bohemia,133777,24,17,7,3,11,84.70,8705,5.75,7.61,116,4650,4859,2322,729496,729496,900,119893,0,25696.3636,8064.3034
5446,2334,1997-08-04,48312,24,2013.00,C,2334,50,POPLATEK MESICNE,1996-03-19,2822,OWNER,2822,Male,1958-10-19,50,Svitavy,east Bohemia,102609,75,33,2,3,6,52.00,8187,4.83,5.45,94,2123,2134,2334,286844,286844,600,53030,0,43629.6667,5664.9787
5447,2335,1997-11-12,541200,60,9020.00,D,2335,70,POPLATEK MESICNE,1996-04-04,2823,OWNER,2823,Female,1946-12-18,70,Karvina,north Moravia,285387,0,2,8,5,7,89.90,10177,6.63,7.75,81,9878,10108,2335,312547,312547,-17030,51161,31,-2985.0909,3555.9598
5449,2343,1995-11-04,99336,24,4139.00,A,2343,68,POPLATEK MESICNE,1994-12-09,2831,OWNER,2831,Female,1980-07-09,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.20,9893,4.09,4.72,96,5623,5887,2343,128470,128470,300,46568,0,32000.1667,4348.4231
5450,2345,1994-12-11,199680,60,3328.00,C,2345,5,POPLATEK MESICNE,1993-10-25,2834,OWNER,2834,Male,1949-05-23,5,Kolin,central Bohemia,95616,65,30,4,1,6,51.40,9307,3.85,4.43,118,2616,3040,2345,282042,282042,500,62239,0,31540.7143,7353.5676
5451,2350,1997-05-11,159744,48,3328.00,C,2350,18,POPLATEK MESICNE,1996-08-04,2841,OWNER,2841,Female,1973-04-10,18,Pisek,south Bohemia,70699,60,13,2,1,4,65.30,8968,2.83,3.35,131,1740,1910,2350,223941,223941,600,105954,0,69002.0000,14081.5714
5452,2352,1996-04-29,49440,60,824.00,C,2352,70,POPLATEK MESICNE,1995-01-21,2843,OWNER,2843,Female,1966-10-06,70,Karvina,north Moravia,285387,0,2,8,5,7,89.90,10177,6.63,7.75,81,9878,10108,2352,327633,327633,300,74420,0,46281.2500,5547.7091
5453,2361,1995-04-01,156672,36,4352.00,A,2361,28,POPLATEK MESICNE,1994-02-25,2853,OWNER,2853,Female,1956-04-25,28,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.90,8594,1.62,2.01,112,1580,1525,2361,135887,135887,500,41877,0,19892.5000,3313.4133
5463,2413,1998-10-06,17952,12,1496.00,C,2413,33,POPLATEK MESICNE,1997-10-27,2915,OWNER,2915,Female,1954-02-22,33,Decin,north Bohemia,133777,24,17,7,3,11,84.70,8705,5.75,7.61,116,4650,4859,2413,198161,198161,500,46705,0,33162.0000,6297.6207
5464,2419,1995-01-30,95808,12,7984.00,A,2419,24,POPLATEK MESICNE,1993-11-27,2922,OWNER,2922,Male,1940-09-07,24,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.00,8991,1.39,2.01,128,5198,5273,2419,758894,758894,900,122452,0,58650.1429,16058.7667
5469,2445,1997-12-26,293160,60,4886.00,C,2445,52,POPLATEK MESICNE,1996-07-07,2952,OWNER,2952,Female,1978-01-17,52,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.90,8363,2.52,3.49,108,2564,2799,2445,595596,595596,800,131276,0,18051.0000,12127.3918
5470,2456,1996-04-15,200976,48,4187.00,C,2456,65,POPLATEK MESICNE,1995-09-09,2966,OWNER,2966,Male,1955-02-20,65,Znojmo,south Moravia,114200,101,41,4,1,4,43.70,8403,5.74,5.72,105,2157,2718,2456,216792,216792,600,83554,0,38699.5000,11032.9429
5479,2486,1994-01-10,24516,12,2043.00,A,2486,1,POPLATEK MESICNE,1993-02-27,3001,OWNER,3001,Male,1958-10-07,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.00,12541,0.29,0.43,167,85677,99107,2486,630687,630687,200,125254,0,68661.1000,16201.6301
5482,2496,1996-01-12,165120,60,2752.00,C,2496,51,POPLATEK MESICNE,1994-05-21,3013,OWNER,3013,Female,1950-03-18,51,Trutnov,east Bohemia,121947,37,28,7,3,11,70.50,8541,2.51,2.97,131,3496,3839,2496,197975,197975,1100,37946,0,20298.4000,3217.3276
5486,2516,1997-06-13,466608,48,9721.00,C,2516,6,POPLATEK MESICNE,1995-11-16,3038,OWNER,3038,Female,1946-03-05,6,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.50,8546,2.95,4.02,126,2640,3120,2516,364122,364122,300,66126,0,54109.7143,6543.8431
5491,2545,1998-02-13,428784,48,8933.00,C,2545,1,POPLATEK MESICNE,1996-12-04,3072,OWNER,3072,Male,1936-04-14,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.00,12541,0.29,0.43,167,85677,99107,2545,213845,213845,1100,47281,0,12295.7692,3808.9636
5494,2572,1996-06-13,360000,48,7500.00,C,2572,64,POPLATEK PO OBRATU,1994-11-13,3103,OWNER,3103,Female,1973-03-07,64,Zlin,south Moravia,197099,29,41,10,2,10,74.70,9624,1.60,2.31,145,4484,4265,2572,1045410,1045410,600,126072,0,77260.7500,14897.4338
5495,2580,1996-08-02,89340,60,1489.00,C,2580,60,POPLATEK MESICNE,1995-11-09,3113,OWNER,3113,Female,1971-11-12,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.90,8441,3.45,4.48,115,1879,2252,2580,123335,123335,500,54020,0,45274.4286,4662.5000
5501,2622,1998-05-21,136344,24,5681.00,C,2622,1,POPLATEK MESICNE,1996-08-21,3163,OWNER,3163,Female,1964-05-26,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.00,12541,0.29,0.43,167,85677,99107,2622,344143,344143,300,57858,0,35646.8571,4988.0154
5519,2694,1994-03-08,91632,12,7636.00,A,2694,7,POPLATEK MESICNE,1993-03-08,3251,OWNER,3251,Female,1962-12-28,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.40,9920,2.26,2.87,130,4289,4846,2694,237174,237174,700,64578,0,41327.1667,6304.1429
5520,2699,1998-08-30,231168,48,4816.00,C,2699,73,POPLATEK MESICNE,1996-12-25,3257,OWNER,3257,Female,1978-05-11,73,Opava,north Moravia,182027,17,49,12,2,7,56.40,8746,3.33,3.74,90,4355,4433,2699,969890,969890,300,122437,0,63216.3750,13155.4236
5523,2705,1993-12-08,93888,36,2608.00,A,2705,63,POPLATEK PO OBRATU,1993-07-05,3264,OWNER,3264,Female,1950-10-20,63,Vyskov,south Moravia,86513,38,36,5,1,5,50.50,8288,3.79,4.52,110,1562,1460,2705,85016,85016,600,52378,0,45020.4000,7121.8947
5525,2720,1998-04-27,93888,36,2608.00,C,2720,2,POPLATEK TYDNE,1997-06-16,3284,OWNER,3284,Male,1936-07-02,2,Benesov,central Bohemia,88884,80,26,6,2,5,46.70,8507,1.67,1.85,132,2159,2674,2720,693725,693725,200,144694,0,40919.1250,14420.7692
5526,2725,1998-11-08,69624,36,1934.00,C,2725,52,POPLATEK MESICNE,1997-04-02,3291,OWNER,3291,Male,1947-01-23,52,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.90,8363,2.52,3.49,108,2564,2799,2725,427455,427455,1100,74473,0,56024.5000,5552.1310
5527,2728,1998-06-15,156420,60,2607.00,C,2728,52,POPLATEK TYDNE,1997-07-06,3294,OWNER,3294,Male,1957-03-08,52,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.90,8363,2.52,3.49,108,2564,2799,2728,344937,344937,400,94695,0,33408.0000,10600.5238
5531,2753,1997-09-30,66432,24,2768.00,C,2753,26,POPLATEK MESICNE,1996-02-13,3324,OWNER,3324,Female,1971-04-13,26,Plzen - mesto,west Bohemia,170449,0,0,0,1,1,100.00,10787,2.64,3.09,131,6041,6261,2753,455885,455885,700,69032,0,23134.8000,8355.4206
5532,2754,1997-05-04,335280,48,6985.00,C,2754,57,POPLATEK TYDNE,1996-01-26,3326,OWNER,3326,Female,1952-12-26,57,Hodonin,south Moravia,161954,21,37,20,3,8,48.00,8720,3.73,4.50,116,3729,3651,2754,673796,673796,500,123335,0,33374.2857,13584.9588
5533,2762,1994-07-05,111384,24,4641.00,A,2762,19,POPLATEK MESICNE,1993-03-20,3335,OWNER,3335,Male,1967-02-10,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.70,8402,3.13,3.98,120,999,1099,2762,1054064,1054064,500,141386,0,29726.1429,13525.0789
5549,2824,1994-07-16,50460,60,841.00,C,2824,11,POPLATEK MESICNE,1993-10-20,3414,OWNER,3414,Female,1947-10-17,11,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.50,9622,0.45,0.59,154,3475,3529,2824,158216,158216,800,51971,0,39227.3333,6393.0465
5556,2872,1997-05-19,268320,60,4472.00,C,2872,1,POPLATEK MESICNE,1996-09-04,3471,OWNER,3471,Female,1952-09-29,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.00,12541,0.29,0.43,167,85677,99107,2872,127127,127127,200,49190,0,15134.8571,4646.1923
5561,2910,1998-08-29,437460,60,7291.00,C,2910,68,POPLATEK MESICNE,1997-10-21,3517,OWNER,3517,Female,1953-06-24,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.20,9893,4.09,4.72,96,5623,5887,2910,483859,483859,900,101929,0,39623.6250,17617.0566
5563,2912,1996-02-29,380160,60,6336.00,C,2912,74,POPLATEK MESICNE,1994-07-30,3519,OWNER,3519,Male,1949-12-15,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.00,10673,4.75,5.44,100,18782,18347,2912,878173,878173,1100,147375,0,26129.2000,15888.0642
5568,2933,1994-05-17,272520,60,4542.00,C,2933,10,POPLATEK MESICNE,1993-06-18,3542,OWNER,3542,Male,1939-09-02,10,Praha - vychod,central Bohemia,92084,55,29,4,3,5,46.70,10124,0.56,0.54,141,3810,4316,2933,467696,467696,1100,121891,0,35524.8571,10778.3929
5569,2936,1998-01-20,504000,60,8400.00,C,2936,3,POPLATEK MESICNE,1996-03-27,3546,OWNER,3546,Male,1971-02-28,3,Beroun,central Bohemia,75232,55,26,4,1,5,41.70,8980,1.95,2.21,111,2824,2813,2936,271151,271151,200,39173,0,25274.8000,4163.9677
5576,2962,1994-12-21,31248,12,2604.00,A,2962,1,POPLATEK MESICNE,1993-05-30,3576,OWNER,3576,Female,1939-03-15,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.00,12541,0.29,0.43,167,85677,99107,2962,857689,857689,1000,144715,0,40011.2857,13845.5000
5582,2982,1998-04-17,41256,12,3438.00,C,2982,19,POPLATEK MESICNE,1996-06-04,3601,OWNER,3601,Male,1938-08-03,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.70,8402,3.13,3.98,120,999,1099,2982,1231353,1231353,900,124520,0,57350.2000,11082.8372
5584,2986,1997-12-06,24792,24,1033.00,C,2986,63,POPLATEK MESICNE,1996-04-09,3606,OWNER,3606,Male,1958-06-06,63,Vyskov,south Moravia,86513,38,36,5,1,5,50.50,8288,3.79,4.52,110,1562,1460,2986,519535,519535,500,72490,0,57356.0000,7184.3407
5585,2988,1998-07-08,88608,12,7384.00,C,2988,66,POPLATEK PO OBRATU,1996-10-14,3608,OWNER,3608,Male,1947-12-09,66,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.30,8512,3.51,4.12,102,2247,2103,2988,808370,808370,900,148386,0,26637.4000,11850.0299
5586,2994,1996-09-14,48744,36,1354.00,C,2994,77,POPLATEK MESICNE,1996-05-03,3616,OWNER,3616,Female,1964-04-14,77,Vsetin,north Moravia,148545,8,35,12,3,4,53.50,8909,4.01,5.56,113,3460,3590,2994,111192,111192,900,62891,0,55745.0000,11392.2857
5589,3005,1998-06-05,390000,48,8125.00,C,3005,42,POPLATEK PO OBRATU,1997-01-11,3629,OWNER,3629,Male,1947-12-13,42,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,59.10,8388,2.41,2.94,87,1658,1668,3005,249137,249137,600,120715,0,30938.5000,10797.1364
5591,3021,1996-12-04,155616,48,3242.00,C,3021,10,POPLATEK MESICNE,1996-04-20,3649,OWNER,3649,Female,1959-10-25,10,Praha - vychod,central Bohemia,92084,55,29,4,3,5,46.70,10124,0.56,0.54,141,3810,4316,3021,149491,149491,300,62154,0,35623.5000,9151.2000
5593,3037,1996-04-18,277884,36,7719.00,D,3037,44,POPLATEK MESICNE,1994-05-26,3670,OWNER,3670,Female,1980-09-17,44,Chrudim,east Bohemia,105606,77,26,7,2,7,53.00,8254,2.79,3.76,97,2166,2325,3037,632946,632946,1000,129394,0,7614.0000,10720.3675
5595,3050,1994-09-02,82896,12,6908.00,A,3050,60,POPLATEK MESICNE,1993-05-08,3687,OWNER,3687,Male,1972-02-06,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.90,8441,3.45,4.48,115,1879,2252,3050,702301,702301,900,107681,0,74499.4000,10766.0238
5599,3064,1995-03-21,15420,12,1285.00,A,3064,40,POPLATEK MESICNE,1993-05-23,3705,OWNER,3705,Female,1965-06-04,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.30,9317,6.49,7.07,97,6949,6872,3064,253168,253168,1000,41137,0,29417.1429,3142.2252
5606,3084,1996-08-28,253512,36,7042.00,D,3084,59,POPLATEK TYDNE,1996-01-28,3730,OWNER,3730,Female,1945-08-07,59,Kromeriz,south Moravia,108871,41,29,7,2,6,62.10,8444,3.24,3.47,106,2595,2305,3084,171658,171658,300,111044,0,15924.0000,11379.2414
5610,3112,1996-02-24,123216,48,2567.00,C,3112,38,POPLATEK MESICNE,1994-08-12,3763,OWNER,3763,Female,1977-08-12,38,Louny,north Bohemia,85852,41,23,4,2,4,59.80,8965,7.08,8.23,104,2653,2822,3112,815520,815520,700,138434,0,83921.7500,12136.4219
5611,3115,1996-11-15,321180,60,5353.00,C,3115,14,POPLATEK MESICNE,1996-03-27,3767,OWNER,3767,Male,1936-09-07,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.80,10045,1.42,1.71,135,6604,6295,3115,276709,276709,700,90257,0,28697.1667,13585.1053
5614,3137,1998-09-21,253560,60,4226.00,C,3137,39,POPLATEK MESICNE,1996-12-15,3793,OWNER,3793,Female,1951-06-20,39,Most,north Bohemia,119895,17,4,3,2,4,89.90,10446,7.34,9.40,90,4947,4743,3137,576471,576471,900,76510,0,45251.6667,10335.4722
